Дата,Сумма,Операция,Детали,Unnamed: 4,user_id,category
28.05.26,"- 3 926,00 ₸",Покупка,YANDEX.EDA,,user_560,Красота
28.05.26,"+ 4 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_665,Медицина
28.05.26,"- 3 600,00 ₸",Покупка,ИП BRO,,user_809,Питомцы
28.05.26,"- 1 000,00 ₸",Перевод,Нұрқасым С.,,user_966,Ремонт
28.05.26,"+ 5 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_347,Аренда
27.05.26,"- 380,00 ₸",Покупка,"ТОО ""STORMZ""",,user_966,Медицина
27.05.26,"- 1 250,00 ₸",Перевод,Sarabek A.,,user_809,Аренда
27.05.26,"- 222,00 ₸",Покупка,ОФ Жаннатул Раяан,,user_304,Дети
27.05.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_560,Аренда
27.05.26,"- 2 225,00 ₸",Покупка,Донер на Сатпаева,,user_521,Рестораны
27.05.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_560,Развлечения
27.05.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_471,Электроника
27.05.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_560,Страхование
27.05.26,"- 550,00 ₸",Перевод,Рамазан А.,,user_809,Спорт
27.05.26,"+ 5 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_560,Кредиты
27.05.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_966,Рестораны
27.05.26,"- 15,00 ₸",Покупка,Живая Вода,,user_809,Подписки
27.05.26,"- 15,00 ₸",Покупка,Живая Вода,,user_304,Дети
27.05.26,"- 200,00 ₸",Покупка,Гаухар,,user_777,Образование
26.05.26,"- 4 970,00 ₸",Покупка,ИП UMMA FOOD,,user_809,Медицина
26.05.26,"+ 2 500,00 ₸",Пополнение,Нұртөре Б.,,user_304,Питомцы
26.05.26,"- 3 200,00 ₸",Перевод,Нұртөре Б.,,user_521,Кредиты
26.05.26,"+ 5 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_347,Образование
26.05.26,"- 1 250,00 ₸",Покупка,Гаухар,,user_560,Подписки
26.05.26,"+ 2 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_777,Инвестиции
25.05.26,"- 700,00 ₸",Покупка,"ИП ""МҰСАБЕК Д.А.""",,user_521,Аренда
25.05.26,"- 1 200,00 ₸",Покупка,Гаухар,,user_560,Такси
25.05.26,"- 200,00 ₸",Покупка,Гаухар,,user_809,Штрафы
25.05.26,"- 2 200,00 ₸",Покупка,Кокос магазин,,user_966,Одежда
25.05.26,"- 600,00 ₸",Покупка,Гаухар,,user_521,Электроника
25.05.26,"+ 5 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_304,Дети
25.05.26,"- 650,00 ₸",Покупка,Гаухар,,user_347,Питомцы
25.05.26,"- 300,00 ₸",Перевод,Санжар Ш.,,user_379,Путешествия
24.05.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_471,Инвестиции
24.05.26,"- 3 200,00 ₸",Перевод,Рамазан А.,,user_347,Образование
24.05.26,"- 40 000,00 ₸",Перевод на свой счет,На Kaspi Депозит,,user_777,Спорт
24.05.26,"+ 20 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_966,Аренда
23.05.26,"+ 20 000,00 ₸",Пополнение,Муратбек Д.,,user_379,Инвестиции
23.05.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_379,Питомцы
23.05.26,"+ 500,00 ₸",Пополнение,Санжар Ш.,,user_777,Штрафы
23.05.26,"- 10,00 ₸",Покупка,ИП FOODMAX,,user_304,Штрафы
23.05.26,"- 1 200,00 ₸",Покупка,ИП FOODMAX,,user_521,Подарки
23.05.26,"+ 650,00 ₸",Пополнение,Санжар Ш.,,user_471,Развлечения
23.05.26,"- 200,00 ₸",Покупка,ИП FOODMAX,,user_777,Подарки
23.05.26,"+ 5 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_809,Транспорт
23.05.26,"- 900,00 ₸",Покупка,ИП BRO,,user_966,Штрафы
23.05.26,"+ 800,00 ₸",Пополнение,Нұрмұхамед Ш.,,user_521,Инвестиции
22.05.26,"- 500,00 ₸",Покупка,coffee,,user_347,Образование
22.05.26,"- 550,00 ₸",Покупка,coffee,,user_560,Аренда
22.05.26,"- 1 380,00 ₸",Покупка,ИП АЛИ ЫКЫЛАС,,user_777,Рестораны
22.05.26,"- 1 111,00 ₸",Покупка,Садака в мечети,,user_347,Транспорт
22.05.26,"+ 3 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_471,Развлечения
22.05.26,"- 510,00 ₸",Покупка,ИП FOODMAX,,user_809,Одежда
21.05.26,"- 2 000,00 ₸",Покупка,ИП САТКЕЕВА,,user_379,Транспорт
21.05.26,"- 1 130,00 ₸",Покупка,SMALL,,user_304,Штрафы
21.05.26,"- 2 456,00 ₸",Покупка,ИП UMMA FOOD,,user_521,Страхование
21.05.26,"+ 5 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_777,Ремонт
21.05.26,"- 2 000,00 ₸",Покупка,ИП BRO,,user_665,Подарки
21.05.26,"- 150,00 ₸",Перевод,Ерсұлтан А.,,user_777,Спорт
21.05.26,"- 150,00 ₸",Покупка,а,,user_521,Подписки
21.05.26,"- 160,00 ₸",Покупка,ИП АЛИ ЫКЫЛАС,,user_777,Ремонт
20.05.26,"- 270,00 ₸",Перевод,Азия Н.,,user_304,Дети
20.05.26,"- 4 970,00 ₸",Покупка,ИП UMMA FOOD,,user_777,Связь
20.05.26,"+ 5 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_665,Авто
20.05.26,"+ 2 500,00 ₸",Пополнение,Санжар Ш.,,user_471,Такси
20.05.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_379,Подарки
20.05.26,"- 200,00 ₸",Перевод,Бағлан М.,,user_777,Медицина
20.05.26,"+ 1 500,00 ₸",Пополнение,Мақсат Б.,,user_521,Транспорт
20.05.26,"- 1 500,00 ₸",Перевод,Мақсат Б.,,user_966,Продукты
20.05.26,"+ 2 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_304,Дети
20.05.26,"- 760,00 ₸",Покупка,ип иман,,user_809,Образование
20.05.26,"+ 1 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_471,Подписки
20.05.26,"- 200,00 ₸",Покупка,ИП КУРМАНКОЖАНОВ,,user_379,Подписки
20.05.26,"- 420,00 ₸",Покупка,Гаухар,,user_347,Инвестиции
20.05.26,"+ 500,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_304,Питомцы
19.05.26,"- 720,00 ₸",Покупка,"ИП ""БЕКБАЕВА Б.Н.""",,user_521,Ремонт
19.05.26,"- 2 430,00 ₸",Покупка,Кокос магазин,,user_966,Развлечения
19.05.26,"- 200,00 ₸",Покупка,ИП КУРМАНКОЖАНОВ,,user_809,Рестораны
18.05.26,"- 2 660,00 ₸",Покупка,Гаухар,,user_809,Дети
18.05.26,"+ 5 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_560,Связь
18.05.26,"- 1 070,00 ₸",Покупка,Гаухар,,user_777,Авто
17.05.26,"- 1 180,00 ₸",Покупка,Producty,,user_347,Продукты
17.05.26,"- 14 000,00 ₸",Перевод на свой счет,На Kaspi Депозит,,user_521,Такси
17.05.26,"+ 14 000,00 ₸",Пополнение,В Kaspi Банкомате,,user_521,Страхование
17.05.26,"+ 1 000,00 ₸",Пополнение,Санжар Ш.,,user_304,Образование
16.05.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_304,Штрафы
16.05.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_809,Рестораны
16.05.26,"- 5 000,00 ₸",Перевод,Алихан К.,,user_347,Транспорт
16.05.26,"+ 5 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_809,Рестораны
15.05.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_521,Транспорт
15.05.26,"- 210,00 ₸",Перевод,Дамир И.,,user_809,Рестораны
15.05.26,"- 1 111,00 ₸",Покупка,Фонд «Человек в маске»,,user_521,Спорт
14.05.26,"- 3 000,00 ₸",Перевод,Ахмет Т.,,user_379,Такси
14.05.26,"- 20 000,00 ₸",Перевод на свой счет,На Kaspi Депозит,,user_347,Штрафы
14.05.26,"+ 20 000,00 ₸",Пополнение,Муратбек Д.,,user_304,Связь
14.05.26,"+ 2 600,00 ₸",Пополнение,Мақсат Б.,,user_379,Подарки
14.05.26,"- 2 590,00 ₸",Покупка,Tele2,,user_560,Коммуналка
14.05.26,"+ 5 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_379,Связь
13.05.26,"- 660,00 ₸",Перевод,Мақсат Б.,,user_471,Одежда
13.05.26,"- 20 000,00 ₸",Перевод,Асылзат С.,,user_665,Одежда
13.05.26,"+ 20 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_347,Аренда
13.05.26,"- 2 280,00 ₸",Перевод,Мадияр А.,,user_471,Спорт
13.05.26,"- 80 000,00 ₸",Перевод на свой счет,На Kaspi Депозит,,user_471,Коммуналка
13.05.26,"+ 80 000,00 ₸",Пополнение,Ахан Д.,,user_665,Такси
13.05.26,"- 200,00 ₸",Покупка,Гаухар,,user_560,Подписки
13.05.26,"- 900,00 ₸",Покупка,ИП BRO,,user_966,Медицина
12.05.26,"+ 2 675,00 ₸",Пополнение,Нұртөре Б.,,user_471,Подарки
12.05.26,"- 100,00 ₸",Перевод,Мақсат Б.,,user_966,Коммуналка
12.05.26,"- 2 400,00 ₸",Перевод,Ержан Ж.,,user_777,Кредиты
12.05.26,"- 30 378,00 ₸",Перевод на свой счет,Оплата Kaspi Кредита,,user_304,Связь
12.05.26,"+ 30 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_777,Спорт
11.05.26,"+ 750,00 ₸",Пополнение,Нұртөре Б.,,user_560,Путешествия
11.05.26,"- 300,00 ₸",Перевод,Нурсултан Е.,,user_347,Продукты
11.05.26,"+ 1 400,00 ₸",Пополнение,Ахмет Т.,,user_471,Коммуналка
11.05.26,"- 1 845,00 ₸",Перевод,Нұртөре Б.,,user_347,Страхование
11.05.26,"+ 5 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_777,Одежда
10.05.26,"- 1 000,00 ₸",Перевод,Айбек Ə.,,user_665,Электроника
10.05.26,"- 2 000,00 ₸",Перевод,Ерлан Т.,,user_809,Подписки
10.05.26,"+ 2 835,00 ₸",Пополнение,Болашақ Қ.,,user_379,Одежда
10.05.26,"- 5 670,00 ₸",Покупка,YANDEX.EDA,,user_777,Дети
10.05.26,"+ 5 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_304,Аренда
09.05.26,"- 665,00 ₸",Перевод,Ахан Д.,,user_665,Связь
09.05.26,"- 3 410,00 ₸",Перевод,Ерсултан А.,,user_379,Развлечения
09.05.26,"- 1 450,00 ₸",Перевод,Ахан Д.,,user_379,Рестораны
09.05.26,"+ 3 950,00 ₸",Пополнение,Ахан Д.,,user_560,Связь
09.05.26,"+ 1 050,00 ₸",Пополнение,Даниял К.,,user_966,Такси
09.05.26,"- 3 200,00 ₸",Перевод,Арсен М.,,user_347,Красота
08.05.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_665,Дети
08.05.26,"- 500,00 ₸",Перевод,Пазыл Қ.,,user_521,Развлечения
08.05.26,"- 48 000,00 ₸",Перевод,Рахымжан Е.,,user_347,Страхование
08.05.26,"+ 48 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_966,Питомцы
08.05.26,"- 1 345,00 ₸",Перевод,Аймат Қ.,,user_665,Подписки
08.05.26,"+ 3 200,00 ₸",Пополнение,Санжар Ш.,,user_471,Коммуналка
07.05.26,"- 100,00 ₸",Покупка,Beeline,,user_379,Медицина
07.05.26,"- 100,00 ₸",Покупка,Beeline,,user_304,Медицина
07.05.26,"- 100,00 ₸",Покупка,Beeline,,user_665,Страхование
07.05.26,"- 100,00 ₸",Покупка,Beeline,,user_777,Питомцы
07.05.26,"- 600,00 ₸",Перевод,Жасмина Т.,,user_347,Медицина
07.05.26,"- 2 000,00 ₸",Перевод,Мақсат Б.,,user_347,Электроника
07.05.26,"- 85 000,00 ₸",Перевод на свой счет,На Kaspi Депозит,,user_304,Медицина
07.05.26,"- 4 365,00 ₸",Перевод,Абдугаффар О.,,user_665,Штрафы
06.05.26,"+ 3 360,00 ₸",Пополнение,Санжар Ш.,,user_777,Авто
06.05.26,"+ 2 500,00 ₸",Пополнение,Санжар Ш.,,user_966,Кредиты
06.05.26,"+ 85 000,00 ₸",Пополнение,Дияр А.,,user_521,Инвестиции
06.05.26,"- 120,00 ₸",Покупка,Живая Вода,,user_560,Подписки
05.05.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_665,Электроника
04.05.26,"- 1 000,00 ₸",Перевод,Санжар Ш.,,user_665,Связь
04.05.26,"+ 3 000,00 ₸",Пополнение,Санжар Ш.,,user_560,Одежда
04.05.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_304,Развлечения
04.05.26,"- 600,00 ₸",Перевод,Калампыр Т.,,user_809,Кредиты
04.05.26,"+ 5 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_304,Электроника
04.05.26,"- 8 000,00 ₸",Перевод,Батырлан К.,,user_304,Страхование
04.05.26,"- 200,00 ₸",Покупка,452 NBB 05,,user_521,Электроника
04.05.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_809,Подарки
04.05.26,"- 5 119,10 ₸",Покупка,WOLT.COM,,user_777,Образование
04.05.26,"+ 2 560,00 ₸",Пополнение,Санжар Ш.,,user_521,Подарки
03.05.26,"+ 1 600,00 ₸",Пополнение,Санжар Ш.,,user_809,Аренда
03.05.26,"+ 1 600,00 ₸",Пополнение,Абдугаффар О.,,user_777,Штрафы
03.05.26,"- 100,00 ₸",Покупка,Живая Вода,,user_347,Развлечения
03.05.26,"- 2 928,00 ₸",Перевод,Рулан Б.,,user_347,Подарки
02.05.26,"- 1 250,00 ₸",Перевод,Санжар Ш.,,user_966,Такси
01.05.26,"+ 3 865,00 ₸",Пополнение,Ерсұлтан А.,,user_665,Транспорт
01.05.26,"- 1 000,00 ₸",Покупка,ИП BRO,,user_521,Такси
01.05.26,"+ 2 700,00 ₸",Пополнение,Санжар Ш.,,user_471,Рестораны
30.04.26,"+ 2 800,00 ₸",Пополнение,Нурулла А.,,user_966,Транспорт
30.04.26,"- 650,00 ₸",Покупка,ИП АЛИ ЫКЫЛАС,,user_809,Связь
30.04.26,"- 1 820,00 ₸",Покупка,ИП NANGO,,user_521,Продукты
30.04.26,"+ 5 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_809,Питомцы
30.04.26,"- 400,00 ₸",Покупка,452 NBB 05,,user_521,Страхование
30.04.26,"- 120,00 ₸",Перевод,Нурулла А.,,user_304,Одежда
30.04.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_809,Связь
29.04.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_347,Штрафы
29.04.26,"- 600,00 ₸",Перевод,Нұрбол Р.,,user_777,Рестораны
29.04.26,"+ 820,00 ₸",Пополнение,Асылбек С.,,user_521,Дети
29.04.26,"- 660,00 ₸",Покупка,"ТОО ""АС TIME""",,user_665,Образование
29.04.26,"- 500,00 ₸",Перевод,Санжар Ш.,,user_304,Инвестиции
29.04.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_777,Аренда
28.04.26,"- 2 000,00 ₸",Покупка,ИП BRO,,user_665,Образование
28.04.26,"- 25 000,00 ₸",Перевод на свой счет,На Kaspi Депозит,,user_665,Путешествия
28.04.26,"- 2 800,00 ₸",Перевод,Ерсұлтан А.,,user_777,Связь
28.04.26,"+ 25 000,00 ₸",Пополнение,Санжар Ш.,,user_665,Продукты
28.04.26,"- 2 500,00 ₸",Перевод,Эльдар С.,,user_304,Инвестиции
28.04.26,"+ 2 400,00 ₸",Пополнение,Санжар Ш.,,user_809,Коммуналка
28.04.26,"+ 3 000,00 ₸",Пополнение,Ерсұлтан А.,,user_304,Спорт
28.04.26,"+ 5 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_777,Такси
27.04.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_665,Аренда
27.04.26,"- 600,00 ₸",Перевод,Арман А.,,user_471,Авто
27.04.26,"- 600,00 ₸",Перевод,Жаркын Б.,,user_304,Аренда
27.04.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_304,Коммуналка
26.04.26,"- 3 200,00 ₸",Перевод,Нұртөре Б.,,user_560,Образование
26.04.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_379,Путешествия
26.04.26,"- 200,00 ₸",Покупка,ИП КУРМАНКОЖАНОВ,,user_665,Электроника
25.04.26,"- 3 200,00 ₸",Перевод,Нұртөре Б.,,user_560,Медицина
25.04.26,"- 1 000,00 ₸",Перевод,Темирхан С.,,user_665,Подарки
25.04.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_809,Продукты
25.04.26,"+ 900,00 ₸",Пополнение,Арсен М.,,user_665,Продукты
25.04.26,"+ 4 023,00 ₸",Пополнение,Асылбек С.,,user_777,Аренда
25.04.26,"- 7 950,00 ₸",Перевод,Бекжан К.,,user_665,Рестораны
25.04.26,"+ 5 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_777,Продукты
23.04.26,"+ 3 342,00 ₸",Пополнение,Арсен М.,,user_471,Электроника
23.04.26,"- 1 620,00 ₸",Покупка,"ТОО ""АС TIME""",,user_471,Такси
23.04.26,"+ 2 000,00 ₸",Пополнение,Нурулла А.,,user_521,Ремонт
23.04.26,"+ 2 000,00 ₸",Пополнение,Нурулла А.,,user_809,Путешествия
23.04.26,"- 600,00 ₸",Перевод,Кямран Р.,,user_521,Транспорт
23.04.26,"- 2 300,00 ₸",Перевод,Мухидин Х.,,user_379,Подарки
23.04.26,"+ 2 300,00 ₸",Пополнение,Нурулла А.,,user_379,Штрафы
23.04.26,"- 900,00 ₸",Покупка,ИП BRO,,user_521,Транспорт
23.04.26,"- 2 400,00 ₸",Покупка,ИП BRO,,user_379,Кредиты
23.04.26,"+ 5 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_966,Кредиты
22.04.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_347,Штрафы
22.04.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_560,Подарки
22.04.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_966,Связь
22.04.26,"- 2 000,00 ₸",Покупка,ИП BRO,,user_521,Подписки
22.04.26,"+ 1 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_347,Спорт
22.04.26,"+ 1 000,00 ₸",Пополнение,Санжар Ш.,,user_379,Кредиты
21.04.26,"- 3 000,00 ₸",Перевод,Санжар Ш.,,user_521,Одежда
21.04.26,"+ 3 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_809,Спорт
21.04.26,"- 450,00 ₸",Перевод,Данияр Т.,,user_966,Одежда
21.04.26,"+ 1 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_777,Транспорт
21.04.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_379,Инвестиции
21.04.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_966,Спорт
21.04.26,"+ 500,00 ₸",Пополнение,Санжар Ш.,,user_966,Медицина
21.04.26,"- 1 000,00 ₸",Перевод,Muhammadali A.,,user_777,Дети
21.04.26,"- 1 000,00 ₸",Покупка,ИП BRO,,user_665,Спорт
21.04.26,"- 3 000,00 ₸",Перевод,Абдугаффар О.,,user_966,Продукты
20.04.26,"- 30 000,00 ₸",Перевод на свой счет,На Kaspi Депозит,,user_966,Связь
20.04.26,"+ 2 900,00 ₸",Пополнение,Санжар Ш.,,user_809,Развлечения
20.04.26,"+ 20 000,00 ₸",Пополнение,Гулзира Б.,,user_809,Образование
20.04.26,"- 1 000,00 ₸",Перевод,Ерсұлтан А.,,user_966,Авто
20.04.26,"- 2 200,00 ₸",Перевод,Muhammadali A.,,user_347,Транспорт
19.04.26,"- 50,00 ₸",Покупка,ИП НУРМАХАШЕВА,,user_347,Медицина
19.04.26,"+ 1 000,00 ₸",Пополнение,Санжар Ш.,,user_560,Медицина
19.04.26,"- 27 400,00 ₸",Покупка,Hd karaganda,,user_347,Питомцы
19.04.26,"+ 27 400,00 ₸",Пополнение,С карты другого банка,,user_521,Коммуналка
18.04.26,"+ 3 200,00 ₸",Пополнение,Санжар Ш.,,user_347,Связь
18.04.26,"+ 600,00 ₸",Пополнение,Санжар Ш.,,user_560,Продукты
17.04.26,"- 2 100,00 ₸",Покупка,ИП BRO,,user_560,Одежда
17.04.26,"- 21 000,00 ₸",Перевод на свой счет,На Kaspi Депозит,,user_379,Кредиты
17.04.26,"- 28 000,00 ₸",Перевод,Дияр А.,,user_304,Рестораны
17.04.26,"+ 28 000,00 ₸",Пополнение,Дияр А.,,user_304,Медицина
17.04.26,"+ 2 800,00 ₸",Пополнение,Санжар Ш.,,user_304,Спорт
17.04.26,"+ 2 800,00 ₸",Пополнение,Абдугаффар О.,,user_665,Коммуналка
16.04.26,"+ 1 900,00 ₸",Пополнение,Нұртөре Б.,,user_471,Развлечения
15.04.26,"+ 1 000,00 ₸",Пополнение,Абдугаффар О.,,user_777,Аренда
15.04.26,"- 1 500,00 ₸",Перевод,Жанар Р.,,user_521,Кредиты
15.04.26,"+ 20 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_665,Красота
14.04.26,"+ 2 000,00 ₸",Пополнение,Асылзат С.,,user_777,Страхование
14.04.26,"- 2 000,00 ₸",Перевод,Асылзат С.,,user_966,Развлечения
14.04.26,"- 1 600,00 ₸",Перевод,Гүлнұр Б.,,user_665,Образование
14.04.26,"+ 3 000,00 ₸",Пополнение,С карты другого банка,,user_347,Путешествия
14.04.26,"+ 1 000,00 ₸",Пополнение,Талғат Т.,,user_560,Продукты
13.04.26,"- 1 400,00 ₸",Перевод,Алтын А.,,user_809,Аренда
13.04.26,"- 1 500,00 ₸",Перевод,Елдар Қ.,,user_379,Путешествия
13.04.26,"- 2 590,00 ₸",Покупка,Tele2,,user_347,Ремонт
12.04.26,"- 1 300,00 ₸",Перевод,Ильдус М.,,user_966,Кредиты
12.04.26,"+ 10 000,00 ₸",Покупка,ИП Ли,,user_379,Транспорт
11.04.26,"- 100,00 ₸",Покупка,Аппарат самообслуживания,,user_665,Питомцы
11.04.26,"- 300,00 ₸",Покупка,Аппарат самообслуживания,,user_560,Штрафы
10.04.26,"- 5 000,00 ₸",Перевод,Асылзат С.,,user_809,Спорт
10.04.26,"+ 5 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_521,Авто
10.04.26,"- 1 800,00 ₸",Покупка,Аппарат самообслуживания,,user_304,Ремонт
10.04.26,"- 10 000,00 ₸",Покупка,ИП Ли,,user_347,Питомцы
10.04.26,"+ 10 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_809,Кредиты
09.04.26,"- 15 000,00 ₸",Перевод,Эльдар С.,,user_521,Кредиты
09.04.26,"- 1 700,00 ₸",Перевод,Махсатбек С.,,user_347,Красота
09.04.26,"+ 8 000,00 ₸",Пополнение,Айқын П.,,user_521,Питомцы
09.04.26,"- 500,00 ₸",Перевод,Санжар Ш.,,user_777,Подарки
08.04.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_560,Связь
08.04.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_665,Подписки
08.04.26,"- 1 320,00 ₸",Перевод,Абдугаффар О.,,user_966,Инвестиции
07.04.26,"+ 8 000,00 ₸",Пополнение,Абдугаффар О.,,user_777,Коммуналка
07.04.26,"+ 900,00 ₸",Пополнение,Санжар Ш.,,user_966,Штрафы
07.04.26,"- 5 000,00 ₸",Перевод,Айқын П.,,user_665,Одежда
07.04.26,"+ 5 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_471,Транспорт
07.04.26,"- 7 000,00 ₸",Снятие,Банкомат Tagam,,user_665,Одежда
07.04.26,"- 660,00 ₸",Покупка,ИП FOODMAX,,user_471,Коммуналка
07.04.26,"+ 7 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_304,Рестораны
07.04.26,"+ 5 000,00 ₸",Пополнение,Мақсат Б.,,user_665,Питомцы
06.04.26,"+ 515,00 ₸",Пополнение,Диас Н.,,user_379,Спорт
06.04.26,"- 1 030,00 ₸",Покупка,ИП КУРМАНКОЖАНОВ,,user_347,Транспорт
06.04.26,"- 3 000,00 ₸",Перевод,Айқын П.,,user_560,Такси
06.04.26,"+ 3 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_777,Питомцы
06.04.26,"- 58 235,00 ₸",Перевод на свой счет,Оплата Kaspi Кредита,,user_379,Электроника
06.04.26,"+ 58 275,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_304,Такси
06.04.26,"- 2 228,00 ₸",Перевод,Мадияр А.,,user_471,Развлечения
06.04.26,"+ 2 228,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_777,Транспорт
06.04.26,"+ 238,00 ₸",Пополнение,Алдияр Б.,,user_777,Связь
06.04.26,"- 750,00 ₸",Перевод,Нұртөре Б.,,user_777,Страхование
05.04.26,"- 3 200,00 ₸",Перевод,Нұртөре Б.,,user_966,Продукты
05.04.26,"+ 3 200,00 ₸",Пополнение,С карты другого банка,,user_304,Развлечения
05.04.26,"- 700,00 ₸",Перевод,Нұртөре Б.,,user_560,Ремонт
05.04.26,"- 375,00 ₸",Перевод,Нұртөре Б.,,user_304,Такси
05.04.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_347,Такси
04.04.26,"- 1 200,00 ₸",Перевод,Бекжан Т.,,user_347,Продукты
04.04.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_521,Электроника
04.04.26,"- 20,00 ₸",Покупка,Живая Вода,,user_347,Дети
04.04.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_347,Развлечения
04.04.26,"+ 500,00 ₸",Пополнение,Мақсат Б.,,user_471,Штрафы
04.04.26,"+ 2 000,00 ₸",Пополнение,Мақсат Б.,,user_560,Транспорт
03.04.26,"- 120,00 ₸",Покупка,Билет Onay. Оплата проезда,,user_809,Подарки
03.04.26,"- 100,00 ₸",Покупка,Аппарат самообслуживания,,user_379,Ремонт
03.04.26,"- 100,00 ₸",Покупка,Аппарат самообслуживания,,user_304,Аренда
02.04.26,"- 3 000,00 ₸",Перевод,Нұртөре Б.,,user_521,Путешествия
02.04.26,"+ 3 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_521,Красота
01.04.26,"- 2 500,00 ₸",Перевод,Мақсат Б.,,user_521,Дети
01.04.26,"- 1 000,00 ₸",Покупка,Garage Simracing,,user_304,Связь
01.04.26,"+ 300,00 ₸",Пополнение,Мақсат Б.,,user_347,Коммуналка
01.04.26,"- 2 800,00 ₸",Перевод,Мақсат Б.,,user_777,Транспорт
01.04.26,"+ 4 000,00 ₸",Пополнение,Айгерім Н.,,user_471,Образование
01.04.26,"- 30 000,00 ₸",Перевод на свой счет,На Kaspi Депозит,,user_471,Продукты
